city,tmEf,wf,tmn,tmx,year,month,day,hour
제주,2020-07-13 00:00:00,흐리고 비,24,29,2020,7,13,0
제주,2020-07-13 12:00:00,흐리고 비,24,29,2020,7,13,12
제주,2020-07-14 00:00:00,흐리고 비,22,24,2020,7,14,0
제주,2020-07-14 12:00:00,흐림,22,24,2020,7,14,12
제주,2020-07-15 00:00:00,구름많음,21,26,2020,7,15,0
제주,2020-07-15 12:00:00,흐림,21,26,2020,7,15,12
제주,2020-07-16 00:00:00,흐림,21,27,2020,7,16,0
제주,2020-07-16 12:00:00,흐림,21,27,2020,7,16,12
제주,2020-07-17 00:00:00,흐림,22,28,2020,7,17,0
제주,2020-07-17 12:00:00,흐리고 비,22,28,2020,7,17,12
제주,2020-07-18 00:00:00,흐리고 비,23,29,2020,7,18,0
제주,2020-07-19 00:00:00,흐리고 비,24,30,2020,7,19,0
제주,2020-07-20 00:00:00,흐림,25,31,2020,7,20,0
서귀포,2020-07-13 00:00:00,흐리고 비,23,26,2020,7,13,0
서귀포,2020-07-13 12:00:00,흐리고 비,23,26,2020,7,13,12
서귀포,2020-07-14 00:00:00,흐리고 비,21,25,2020,7,14,0
서귀포,2020-07-14 12:00:00,흐림,21,25,2020,7,14,12
서귀포,2020-07-15 00:00:00,구름많음,21,25,2020,7,15,0
서귀포,2020-07-15 12:00:00,흐림,21,25,2020,7,15,12
서귀포,2020-07-16 00:00:00,흐림,22,27,2020,7,16,0
서귀포,2020-07-16 12:00:00,흐림,22,27,2020,7,16,12
서귀포,2020-07-17 00:00:00,흐림,22,27,2020,7,17,0
서귀포,2020-07-17 12:00:00,흐리고 비,22,27,2020,7,17,12
서귀포,2020-07-18 00:00:00,흐리고 비,23,27,2020,7,18,0
서귀포,2020-07-19 00:00:00,흐리고 비,24,29,2020,7,19,0
서귀포,2020-07-20 00:00:00,흐림,25,28,2020,7,20,0
